cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status,salary,college_tier_score,univ_ranking_score
7.497655992,0,Tier 1,Canada,300+,1,50.88178311,49.37054451,Data Science,Other,4.255809276,Placed,120000.0,3,1
8.063146656,0,Tier 3,India,100-300,0,79.11474943,63.61178281,Cloud,Other,4.680488658,Placed,45673.4696,1,2
7.309446817,1,Tier 2,USA,300+,2,48.85871688,60.12413496,AI/ML,Manufacturing,6.785515974,Placed,120000.0,2,1
7.87278434,1,Tier 1,USA,300+,3,79.05133148,52.50016524,Data Science,Manufacturing,4.235089982,Placed,120000.0,3,1
8.609816357,0,Tier 2,Canada,Top 100,2,57.88792745,49.98499227,AI/ML,Finance,5.192223747,Placed,120000.0,2,3
7.836070779,2,Tier 3,USA,300+,4,60.03441175,63.20415272,Cybersecurity,Manufacturing,6.140332019,Placed,90831.59877,1,1
7.115910266,0,Tier 3,UK,300+,1,67.76853528,61.49206012,Core CS,Tech,2.746191957,Placed,81370.12079,1,1
8.250730687,0,Tier 1,UK,100-300,3,62.50982464,71.98715521,Core CS,Other,3.219549611,Placed,113610.6906,3,2
8.22589418,0,Tier 2,India,100-300,0,30.0,33.02193308,Data Science,Finance,4.400495215,Placed,58647.41254,2,2
7.294119434,0,Tier 2,UK,Top 100,2,74.73981874,71.06675332,AI/ML,Consulting,6.32767194,Placed,115305.2161,2,3
7.500406413,1,Tier 3,Canada,Top 100,3,66.99119122,78.63192753,AI/ML,Tech,1.73852988,Placed,98293.82309,1,3
7.708185186,1,Tier 1,Germany,300+,2,72.87808527,51.45354732,Core CS,Consulting,5.403419749,Placed,89468.2641,3,1
7.098838157,1,Tier 1,Canada,Top 100,5,66.51918285,77.23565057,Cloud,Tech,2.656566845,Placed,120000.0,3,3
6.15287393,0,Tier 1,India,100-300,4,51.51357284,96.24338661,Core CS,Healthcare,4.721335332,Placed,49676.78975,3,2
8.185330722,0,Tier 1,USA,100-300,2,67.35907558,53.78269688,Cloud,Other,4.901268655,Placed,120000.0,3,2
8.570069752,0,Tier 2,USA,300+,1,95.70128572,62.45285472,Cybersecurity,Healthcare,4.141980293,Placed,114395.9055,2,1
7.002956537,0,Tier 2,USA,300+,1,67.10218678,62.22841806,Cybersecurity,Healthcare,6.445867616,Placed,101660.365,2,1
7.809170428,2,Tier 3,Canada,100-300,1,67.68187803,66.46879561,Data Science,Finance,4.95458312,Placed,87246.34739,1,2
8.073180732,0,Tier 1,USA,Top 100,2,74.66532516,57.66735911,Data Science,Finance,5.65812458,Placed,120000.0,3,3
6.406012614,1,Tier 1,Germany,300+,0,91.53115783,55.00152973,AI/ML,Consulting,5.839338837,Placed,114880.9539,3,1
7.984699611,3,Tier 2,India,100-300,1,94.51817671,56.19900466,Cybersecurity,Consulting,5.465131071,Placed,51227.55861,2,2
8.348011423,1,Tier 1,Germany,Top 100,2,75.90972581,69.53621561,Data Science,Consulting,4.057002655,Placed,120000.0,3,3
8.589648889,0,Tier 2,Canada,Top 100,1,73.19108294,83.96930993,Cloud,Manufacturing,4.560989,Placed,99328.3065,2,3
6.575223282,0,Tier 2,USA,100-300,1,65.96487338,59.12561478,Cloud,Manufacturing,5.5725625,Placed,103031.0266,2,2
6.731889775,3,Tier 1,India,100-300,1,67.02997175,51.285348,Cybersecurity,Tech,3.952543158,Placed,61781.46419,3,2
7.3318924,2,Tier 1,Canada,Top 100,2,65.18181526,90.08014976,Data Science,Healthcare,9.008220939,Placed,117919.8542,3,3
7.370630824,0,Tier 3,USA,Top 100,2,61.02004713,46.98847693,Data Science,Consulting,5.319544997,Placed,110664.1977,1,3
6.762714033,0,Tier 3,USA,Top 100,1,99.83235713,86.50848182,AI/ML,Tech,6.173189991,Placed,109726.7835,1,3
7.193057548,1,Tier 3,Germany,300+,1,79.87064271,40.60975974,Data Science,Healthcare,6.883186436,Placed,75447.84126,1,1
6.079188733,0,Tier 1,Canada,100-300,2,46.66907908,81.10403137,Cybersecurity,Other,4.213585082,Placed,103628.4551,3,2
7.309058654,0,Tier 2,Germany,100-300,1,97.49030395,68.7852459,Cybersecurity,Tech,6.287469656,Placed,96605.10622,2,2
6.836423023,0,Tier 1,Germany,100-300,0,78.94304829,73.37700954,Cybersecurity,Healthcare,4.542414909,Placed,101903.4403,3,2
8.404380559,0,Tier 1,Canada,Top 100,2,84.22759538,64.25024709,Cloud,Tech,5.947121,Placed,120000.0,3,3
8.25841578,0,Tier 2,India,Top 100,4,90.50173059,31.44749478,Cybersecurity,Finance,3.444957324,Placed,52765.87313,2,3
6.627355545,2,Tier 2,USA,300+,1,92.75322279,79.98904272,Cloud,Finance,4.485827959,Placed,102573.0348,2,1
6.940841948,2,Tier 2,India,Top 100,0,57.0131361,56.75966866,Cloud,Finance,4.816636798,Placed,51547.76679,2,3
6.638672419,3,Tier 2,Germany,100-300,2,89.04590177,81.19319308,Core CS,Tech,3.588626736,Placed,95377.99699,2,2
6.095507732,4,Tier 3,Canada,Top 100,2,97.4664691,87.82122295,Core CS,Finance,4.589464366,Placed,75195.4806,1,3
7.498168979,1,Tier 3,Canada,Top 100,0,59.99643831,63.638461,Data Science,Manufacturing,9.836997591,Placed,95757.32261,1,3
7.503623667,0,Tier 2,Canada,300+,0,95.12232386,66.99494959,Cybersecurity,Consulting,4.866750498,Placed,86941.02836,2,1
6.356547392,1,Tier 2,UK,100-300,0,58.99205639,58.54841424,Cloud,Tech,3.893813018,Placed,96814.72768,2,2
7.716284345,1,Tier 3,UK,Top 100,1,50.69965816,57.53105419,Data Science,Other,5.38203794,Placed,88474.90306,1,3
7.20253219,0,Tier 3,UK,Top 100,2,82.40328608,54.48991896,Core CS,Finance,4.466973216,Placed,78766.5719,1,3
7.65627521,1,Tier 2,USA,100-300,1,63.09162067,66.22253899,AI/ML,Manufacturing,5.098809158,Placed,120000.0,2,2
6.973109948,0,Tier 1,Canada,300+,0,75.87829407,88.78164683,Cloud,Consulting,5.285783123,Placed,95105.63449,3,1
7.36379273,1,Tier 3,UK,100-300,1,75.14696292,58.70177274,Cybersecurity,Tech,6.699598616,Placed,84696.61671,1,2
6.842826733,1,Tier 3,Germany,300+,2,100.0,81.71414059,Core CS,Other,3.231915188,Placed,66501.60957,1,1
6.85858067,0,Tier 2,UK,100-300,1,60.77969363,80.47328342,Data Science,Healthcare,4.037987395,Placed,108359.0976,2,2
6.607077002,1,Tier 3,Germany,100-300,2,68.38913244,30.0,AI/ML,Tech,7.135513145,Placed,90488.78275,1,2
6.772099605,0,Tier 1,Canada,100-300,2,45.38932641,66.70771618,AI/ML,Manufacturing,5.344424793,Placed,120000.0,3,2
6.795056198,0,Tier 2,India,100-300,0,76.90610362,69.89985999,Cloud,Consulting,2.613672346,Placed,56500.34332,2,2
6.806802043,1,Tier 1,Canada,100-300,2,76.21846589,70.45407179,Core CS,Consulting,5.432087244,Placed,104102.4926,3,2
6.95058864,1,Tier 2,UK,100-300,2,62.02401561,91.93887314,AI/ML,Tech,4.617000625,Placed,120000.0,2,2
6.480187819,1,Tier 3,Canada,300+,1,65.79822595,62.93663543,Data Science,Healthcare,5.362602624,Placed,66417.65773,1,1
6.037439316,1,Tier 2,Germany,100-300,2,54.71651301,100.0,Core CS,Manufacturing,7.57362738,Placed,81723.90563,2,2
6.16636447,0,Tier 2,USA,300+,1,60.46752404,71.90012562,Cloud,Manufacturing,4.79900276,Placed,97664.86787,2,1
6.718462946,0,Tier 2,Germany,100-300,1,96.98201261,43.75671444,Core CS,Healthcare,5.44899148,Placed,85065.8282,2,2
6.384003147,1,Tier 3,India,Top 100,0,72.69559054,59.6164344,Core CS,Healthcare,4.385973611,Placed,39497.36906,1,3
6.635103338,0,Tier 1,UK,300+,2,66.86552736,83.1549686,Cybersecurity,Other,5.04349608,Placed,107979.8135,3,1
7.476023573,1,Tier 1,Germany,100-300,2,54.92853334,56.30478379,Data Science,Other,5.444926601,Placed,120000.0,3,2
6.554061558,1,Tier 2,Canada,Top 100,2,70.20603422,69.96321808,Cybersecurity,Other,5.340521961,Placed,90526.43804,2,3
6.258641353,1,Tier 1,Germany,100-300,4,47.43524191,88.48870551,Cybersecurity,Tech,4.352070659,Placed,99500.63175,3,2
6.321257093,0,Tier 2,USA,100-300,0,52.19728129,55.64593485,Core CS,Other,3.948990213,Placed,106539.4496,2,2
7.458502251,1,Tier 3,Canada,300+,2,30.0,54.32377544,Data Science,Healthcare,5.504863027,Placed,77051.72852,1,1
5.571306806,1,Tier 1,USA,100-300,3,67.90987345,62.86385041,AI/ML,Manufacturing,3.188967432,Placed,120000.0,3,2
7.240885871,1,Tier 3,USA,Top 100,2,61.1768762,60.16851877,Cloud,Healthcare,8.017787405,Placed,95367.95595,1,3
7.27984002,3,Tier 3,Germany,Top 100,2,91.61097506,65.40063049,Cybersecurity,Consulting,2.647340155,Placed,74150.90614,1,3
5.579002933,2,Tier 3,India,100-300,5,54.72721837,82.28231415,Core CS,Finance,5.159178136,Placed,31499.7577,1,2
6.333555154,1,Tier 2,USA,100-300,3,63.43743671,92.20744785,AI/ML,Tech,3.831274397,Placed,120000.0,2,2
7.73231222,2,Tier 2,Germany,300+,2,65.45259882,76.4638023,AI/ML,Finance,6.626954507,Placed,104236.3459,2,1
6.56036778,3,Tier 2,India,Top 100,2,74.37325401,62.51639215,Core CS,Consulting,3.144960096,Placed,45703.85727,2,3
6.743005787,0,Tier 2,Canada,Top 100,1,42.89950351,96.43841166,Data Science,Finance,5.990774604,Placed,106726.0433,2,3
8.466045635,0,Tier 2,USA,100-300,1,81.47654971,65.0481188,Data Science,Consulting,6.596755136,Placed,120000.0,2,2
7.65132141,1,Tier 1,India,100-300,5,78.4556041,66.31732135,Cloud,Healthcare,5.060014048,Placed,56573.13417,3,2
7.385653382,1,Tier 3,Germany,300+,2,54.06052769,85.87414394,AI/ML,Consulting,5.518380079,Placed,84272.61743,1,1
7.315037839,3,Tier 3,India,Top 100,4,75.89798878,77.48459801,Cybersecurity,Finance,4.705121907,Placed,44973.70709,1,3
5.457861937,1,Tier 1,Germany,Top 100,3,75.52325743,85.44715485,AI/ML,Tech,4.84941216,Placed,111962.4906,3,3
6.776893285,2,Tier 2,Germany,300+,1,86.86340278,75.53041624,Data Science,Finance,6.488479064,Placed,88922.00718,2,1
7.676126377,1,Tier 1,USA,300+,2,87.22074058,77.90986838,Data Science,Manufacturing,5.890432187,Placed,120000.0,3,1
8.363284413,2,Tier 3,Canada,300+,5,48.26734067,43.89292423,Core CS,Consulting,5.059676766,Placed,81665.52863,1,1
7.997513372,0,Tier 1,India,Top 100,1,58.93785994,55.33423286,Cybersecurity,Tech,5.271047636,Placed,69067.79691,3,3
5.636902731,1,Tier 2,India,300+,2,58.2121917,56.85069601,Data Science,Manufacturing,5.249603092,Placed,43263.3663,2,1
6.260427209,0,Tier 1,Canada,Top 100,1,73.15940139,67.29154081,Cybersecurity,Other,5.558886794,Placed,111236.4056,3,3
8.250311015,1,Tier 2,UK,300+,0,80.92926389,63.05053664,AI/ML,Healthcare,6.053541293,Placed,113487.7746,2,1
6.780805535,1,Tier 1,Canada,300+,1,69.35370447,67.18468694,Cybersecurity,Manufacturing,5.47153663,Placed,105490.4623,3,1
6.805292816,0,Tier 2,USA,300+,0,57.81271644,58.86481496,AI/ML,Consulting,5.161936909,Placed,120000.0,2,1
8.523309272,0,Tier 3,Germany,100-300,1,64.01342207,71.33256593,AI/ML,Consulting,6.224659416,Placed,84825.73559,1,2
8.300767132,0,Tier 2,Canada,100-300,3,30.0,44.11201378,Data Science,Consulting,2.796243703,Placed,109996.0118,2,2
8.775024187,0,Tier 2,Canada,300+,1,81.16119486,78.79530245,Data Science,Manufacturing,4.48780842,Placed,108249.093,2,1
6.872763832,0,Tier 1,India,Top 100,0,80.62127208,63.31594427,Data Science,Healthcare,4.068938736,Placed,74732.32682,3,3
7.236499591,0,Tier 3,India,300+,4,85.52781978,81.25311874,Cloud,Tech,8.618631165,Placed,42760.21522,1,1
8.181547541,0,Tier 1,Germany,100-300,2,75.51894908,64.52577607,Data Science,Finance,7.401076864,Placed,120000.0,3,2
7.173420451,1,Tier 1,Canada,100-300,1,88.96312261,51.17649927,Data Science,Healthcare,5.562718806,Placed,120000.0,3,2
6.561384964,1,Tier 3,UK,100-300,0,48.32215509,74.84691329,Data Science,Healthcare,5.085843114,Placed,78459.5626,1,2
7.666667129,0,Tier 2,Germany,300+,2,87.41682412,73.78446074,AI/ML,Healthcare,4.552751407,Placed,93787.18118,2,1
6.116109766,1,Tier 1,India,100-300,2,48.3074051,53.3251768,Cybersecurity,Other,5.975428835,Placed,51522.27808,3,2
7.176433142,0,Tier 3,UK,100-300,2,71.71977006,86.47219704,Cloud,Manufacturing,3.836253157,Placed,67452.77243,1,2
7.974367322,0,Tier 3,Germany,300+,2,42.00811995,74.21078061,Data Science,Manufacturing,5.137957249,Placed,78849.11099,1,1
6.589442908,1,Tier 2,India,100-300,3,81.22143695,63.69719542,Cloud,Consulting,4.441609243,Placed,46285.93234,2,2
6.8155803,0,Tier 3,USA,100-300,3,84.88304733,63.79010339,AI/ML,Finance,6.148767113,Placed,104313.095,1,2
7.943780167,4,Tier 2,Germany,Top 100,3,84.1004051,90.63042644,Cloud,Tech,2.672768781,Placed,104134.6665,2,3
7.155286105,0,Tier 1,USA,Top 100,2,83.28801312,85.05108003,Core CS,Finance,2.221038044,Placed,120000.0,3,3
6.11816628,0,Tier 2,India,300+,3,34.86897084,51.67588892,AI/ML,Healthcare,5.267766306,Placed,43017.92972,2,1
7.545087608,0,Tier 3,UK,Top 100,1,73.53326263,65.96647077,AI/ML,Consulting,7.348825849,Placed,93769.16981,1,3
7.326885846,0,Tier 1,USA,100-300,2,67.39203946,76.71487894,Data Science,Healthcare,6.706098391,Placed,120000.0,3,2
6.753753223,0,Tier 3,UK,Top 100,1,81.32831292,66.95308024,Cybersecurity,Healthcare,2.817642366,Placed,73261.04587,1,3
6.329131361,1,Tier 2,UK,300+,3,86.1417088,66.44273517,Cloud,Other,4.773710955,Placed,83009.28144,2,1
6.290655262,0,Tier 2,Germany,300+,3,76.95481108,83.83705439,Data Science,Tech,3.471788549,Placed,102232.1944,2,1
7.983184402,1,Tier 3,Canada,100-300,2,46.44268539,76.32931129,Data Science,Manufacturing,2.756885917,Placed,80826.95312,1,2
7.366709363,0,Tier 2,Germany,300+,1,80.18178985,48.64838666,Core CS,Tech,5.829522566,Placed,88282.74193,2,1
6.465776355,1,Tier 1,USA,300+,1,69.09195318,60.84520381,AI/ML,Manufacturing,6.863510485,Placed,120000.0,3,1
7.233754183,2,Tier 1,Germany,300+,1,64.25758163,64.70766445,AI/ML,Healthcare,6.024652616,Placed,116174.7934,3,1
6.850136785,2,Tier 2,Canada,100-300,2,49.9838781,70.29181489,Data Science,Consulting,2.607005569,Placed,98228.61594,2,2
7.366149269,3,Tier 3,India,300+,0,100.0,61.31118352,Data Science,Other,6.240419442,Placed,39175.30885,1,1
6.600215859,1,Tier 2,Canada,Top 100,2,88.72004794,67.86919832,Cloud,Healthcare,8.235655915,Placed,87856.67399,2,3
6.579001715,0,Tier 3,UK,100-300,1,80.36973573,55.18769735,Core CS,Healthcare,6.535203093,Placed,80840.51056,1,2
8.110670223,0,Tier 3,India,300+,2,62.16887731,59.80821505,AI/ML,Healthcare,4.169171963,Placed,54622.22458,1,1
7.306391188,0,Tier 3,India,100-300,0,76.42232001,75.46234418,Cybersecurity,Finance,6.202991598,Placed,41416.79884,1,2
7.113005712,0,Tier 3,UK,300+,2,49.89716794,73.47312395,Cloud,Tech,2.011271027,Placed,68645.63023,1,1
7.614565773,1,Tier 3,USA,Top 100,0,74.84125549,80.99785848,AI/ML,Healthcare,5.894793306,Placed,113577.4766,1,3
7.172317204,0,Tier 1,India,100-300,2,86.46811805,68.77809527,Cloud,Healthcare,6.38714931,Placed,49828.31511,3,2
10.0,0,Tier 3,India,100-300,1,91.732061,86.94317803,AI/ML,Tech,6.346177703,Placed,58404.70049,1,2
8.37975732,0,Tier 3,Germany,Top 100,0,75.85594481,47.32483854,Cloud,Finance,3.990232872,Placed,74718.39174,1,3
7.229863124,0,Tier 2,USA,300+,2,52.19415827,58.05643016,Cybersecurity,Finance,3.631637767,Placed,105768.9541,2,1
6.963590204,0,Tier 2,USA,100-300,1,78.40748512,71.73768212,AI/ML,Other,4.178192562,Placed,120000.0,2,2
6.544133657,1,Tier 2,USA,Top 100,2,80.92912255,83.78075978,Cloud,Consulting,1.200595892,Placed,111028.8192,2,3
5.786261043,1,Tier 2,Canada,100-300,0,85.26279366,72.44742821,Cloud,Finance,6.248585881,Placed,73961.0341,2,2
7.600463334,1,Tier 2,UK,300+,0,76.04991982,70.75136275,Cybersecurity,Healthcare,5.80095654,Placed,88201.16928,2,1
6.667044476,0,Tier 1,UK,300+,2,78.33643275,80.90697155,Data Science,Tech,3.333574973,Placed,120000.0,3,1
6.639989714,0,Tier 1,USA,Top 100,1,69.79907269,78.83861726,AI/ML,Finance,5.247931875,Placed,120000.0,3,3
8.005719373,0,Tier 2,UK,100-300,2,94.17611163,91.80978313,Cybersecurity,Tech,6.068260964,Placed,102197.7341,2,2
7.286762895,1,Tier 1,Canada,300+,2,67.07630098,72.25664013,Data Science,Healthcare,4.102219864,Placed,116811.8047,3,1
7.60633748,1,Tier 2,USA,100-300,2,82.20098104,62.71136366,AI/ML,Healthcare,4.632380808,Placed,120000.0,2,2
7.548406191,3,Tier 2,Canada,300+,3,57.94744469,89.26391641,Core CS,Tech,5.364945216,Placed,101930.3456,2,1
8.478887067,0,Tier 1,UK,300+,5,59.31378468,89.71618564,Data Science,Tech,6.580286475,Placed,120000.0,3,1
7.534923844,0,Tier 1,Germany,300+,4,78.75372462,61.01655022,Core CS,Manufacturing,6.267356542,Placed,99531.02538,3,1
6.42493409,0,Tier 1,India,100-300,2,63.39337024,45.45321662,Core CS,Manufacturing,4.62063024,Placed,56292.54709,3,2
6.844242163,0,Tier 3,USA,100-300,2,59.72981045,62.26251158,Data Science,Healthcare,4.688735146,Placed,104305.7388,1,2
6.948649458,2,Tier 2,UK,300+,1,74.58566531,84.68464658,Cybersecurity,Other,4.817317267,Placed,86314.95774,2,1
7.073401988,1,Tier 1,India,100-300,1,91.05348506,30.0,Core CS,Finance,7.435826449,Placed,53621.37963,3,2
7.201792317,0,Tier 2,USA,Top 100,1,68.06762071,74.24867197,Data Science,Manufacturing,6.309552283,Placed,120000.0,2,3
6.907016766,0,Tier 2,Germany,300+,3,63.49109767,83.22695474,Cloud,Finance,6.751079074,Placed,90618.85041,2,1
8.262494446,0,Tier 3,USA,Top 100,2,75.28542274,46.2145526,Cybersecurity,Manufacturing,5.75735589,Placed,102869.6965,1,3
7.788359748,4,Tier 1,Germany,100-300,1,79.73043784,49.17715148,Core CS,Finance,8.780784615,Placed,108250.108,3,2
7.695323674,1,Tier 2,Canada,100-300,0,69.15429848,54.36916059,Core CS,Finance,5.939692185,Placed,93169.58448,2,2
7.764240447,2,Tier 2,India,Top 100,0,65.11048622,53.37597544,Data Science,Finance,2.822026849,Placed,64758.31416,2,3
7.700837434,0,Tier 3,USA,Top 100,5,71.744593,62.04382444,Core CS,Tech,6.958933858,Placed,103504.408,1,3
6.816361076,0,Tier 1,USA,300+,0,74.59210248,58.84877497,Data Science,Consulting,5.215148032,Placed,120000.0,3,1
6.686023115,0,Tier 2,Germany,100-300,2,64.31557379,71.32163034,Cybersecurity,Finance,3.59954306,Placed,87515.15863,2,2
7.797256408,1,Tier 3,UK,300+,1,81.31926796,45.97509421,AI/ML,Tech,8.52982634,Placed,100078.9186,1,1
6.626803697,0,Tier 1,India,100-300,0,65.77695437,62.45892015,Cybersecurity,Manufacturing,5.114130683,Placed,50242.76348,3,2
7.512383836,1,Tier 2,Canada,100-300,2,66.59451613,53.57065384,Cloud,Tech,5.285161038,Placed,107827.3531,2,2
6.847597515,2,Tier 2,Germany,300+,2,80.73906574,67.62394644,Cybersecurity,Tech,4.807773163,Placed,84163.96894,2,1
7.259245623,0,Tier 1,Canada,100-300,1,78.82519341,56.99400806,AI/ML,Other,3.325656268,Placed,120000.0,3,2
6.850483073,3,Tier 1,Germany,Top 100,3,68.85112328,44.07323881,Core CS,Finance,1.615796764,Placed,103646.0562,3,3
7.964795613,0,Tier 2,India,300+,1,100.0,52.47212048,Core CS,Other,6.183439739,Placed,54219.09415,2,1
7.621925882,2,Tier 2,Germany,100-300,1,81.08896828,33.68911529,Cybersecurity,Tech,6.227209899,Placed,90360.31801,2,2
8.216804982,0,Tier 1,USA,300+,0,76.96633407,59.76894874,Core CS,Tech,7.05938801,Placed,120000.0,3,1
8.397890558,0,Tier 3,UK,100-300,0,63.37757455,93.08497263,Cybersecurity,Manufacturing,7.821554478,Placed,90798.43401,1,2
7.745753251,2,Tier 1,USA,Top 100,3,90.13046212,68.97844195,Cloud,Finance,2.730175112,Placed,120000.0,3,3
6.81075577,3,Tier 2,USA,300+,1,100.0,67.62775685,Cybersecurity,Healthcare,5.749146701,Placed,107508.131,2,1
7.908496118,1,Tier 2,Canada,300+,0,61.4437609,69.91071045,Cybersecurity,Finance,5.640235887,Placed,98675.56024,2,1
6.11496519,0,Tier 3,Canada,300+,1,77.62866085,61.59494908,Data Science,Tech,5.97085382,Placed,81373.55343,1,1
6.513128221,2,Tier 3,India,100-300,0,86.12392992,65.9431766,Cybersecurity,Manufacturing,4.442490975,Placed,34375.71645,1,2
6.576817834,1,Tier 2,UK,Top 100,5,47.86482187,58.28051822,Core CS,Manufacturing,6.446266672,Placed,96036.92347,2,3
7.282003975,0,Tier 2,USA,Top 100,2,66.23094173,51.034788,AI/ML,Other,2.523674661,Placed,120000.0,2,3
6.543718907,1,Tier 2,India,300+,3,71.53599277,66.64803878,AI/ML,Tech,3.564195088,Placed,58899.14661,2,1
5.54351736,2,Tier 3,Canada,300+,4,91.80082237,83.39889772,Core CS,Other,5.520940982,Placed,55888.04284,1,1
8.589820799,0,Tier 1,USA,300+,2,82.77389691,67.36962585,Cloud,Consulting,6.392940115,Placed,120000.0,3,1
7.729090178,1,Tier 3,Canada,100-300,1,76.96012014,56.59639309,AI/ML,Healthcare,8.417384896,Placed,84422.6588,1,2
7.084603033,1,Tier 2,India,Top 100,0,90.78005047,92.18003091,AI/ML,Tech,4.059578984,Placed,64628.49647,2,3
8.010965342,4,Tier 1,India,300+,1,56.25791155,85.04529239,Cybersecurity,Manufacturing,7.225561457,Placed,53253.51266,3,1
6.322947218,0,Tier 1,Germany,300+,3,68.61640675,74.16802614,Data Science,Manufacturing,3.661292057,Placed,112034.793,3,1
7.434783503,0,Tier 1,Germany,300+,1,69.56030748,50.36947708,Data Science,Manufacturing,5.656449917,Placed,118272.3439,3,1
7.211216065,1,Tier 1,India,Top 100,2,70.37561829,83.48682858,Data Science,Consulting,5.595528487,Placed,65672.2791,3,3
8.0178828,0,Tier 2,Germany,Top 100,1,76.90836394,94.38407795,Cloud,Consulting,3.64179347,Placed,87882.97885,2,3
7.585993682,0,Tier 2,Germany,Top 100,3,56.11438946,100.0,AI/ML,Tech,4.361895272,Placed,120000.0,2,3
7.23097893,5,Tier 3,UK,100-300,5,36.57608566,65.20840252,AI/ML,Finance,3.659376024,Placed,93631.84599,1,2
5.676090051,3,Tier 2,UK,300+,2,76.06511233,81.32844994,Cybersecurity,Tech,3.650048008,Placed,90474.87866,2,1
6.09583702,0,Tier 3,Canada,100-300,0,95.60525309,72.56138032,Cloud,Other,5.604947617,Placed,69615.99203,1,2
8.92934134,0,Tier 1,India,Top 100,1,93.7206614,90.91929147,AI/ML,Other,6.062459425,Placed,66606.65049,3,3
8.213115244,1,Tier 1,USA,300+,0,67.59802535,64.79601862,Core CS,Other,7.920109653,Placed,120000.0,3,1
7.057629489,0,Tier 2,UK,100-300,1,85.28243828,62.53129512,Cloud,Finance,7.651352576,Placed,95963.89155,2,2
6.830232824,0,Tier 1,USA,100-300,0,100.0,66.41884353,AI/ML,Manufacturing,2.680678841,Placed,120000.0,3,2
7.206202032,1,Tier 2,Germany,100-300,3,78.22434838,100.0,Data Science,Manufacturing,4.382249464,Placed,99787.24941,2,2
6.00659154,0,Tier 2,USA,Top 100,2,77.46517886,81.99869114,Core CS,Tech,3.550311881,Placed,107513.5526,2,3
7.267341134,1,Tier 1,India,100-300,1,73.572829,55.4514932,Data Science,Tech,4.442014564,Placed,60177.07541,3,2
6.311691991,2,Tier 1,Canada,100-300,3,84.25456451,89.46254968,Data Science,Finance,5.831547213,Placed,112952.6291,3,2
8.510150126,0,Tier 3,Canada,300+,0,77.85284509,57.3254711,AI/ML,Manufacturing,6.586078245,Placed,84268.48198,1,1
7.388829032,1,Tier 2,Canada,300+,1,44.45533922,60.24100842,Cloud,Consulting,7.07370083,Placed,86784.87748,2,1
7.866152843,1,Tier 1,UK,100-300,1,85.06599874,96.54216625,Cybersecurity,Manufacturing,5.726925326,Placed,106529.6256,3,2
6.623100279,2,Tier 2,Canada,300+,1,97.68824903,86.9488224,Cloud,Finance,6.097259741,Placed,81496.6585,2,1
6.925091049,0,Tier 1,Germany,100-300,1,71.26476979,76.75720907,Core CS,Tech,5.907808536,Placed,110196.4189,3,2
8.060637318,0,Tier 1,UK,100-300,0,71.27241141,81.91347836,AI/ML,Manufacturing,4.342164239,Placed,120000.0,3,2
6.533120539,1,Tier 2,UK,Top 100,3,60.82669069,51.35818508,Core CS,Tech,6.916945827,Placed,99369.46679,2,3
7.830703081,1,Tier 2,India,Top 100,1,92.91331116,61.17149086,Cybersecurity,Finance,5.0218303,Placed,58663.68623,2,3
6.639072913,3,Tier 1,UK,100-300,2,81.64938755,59.46601507,AI/ML,Finance,4.615396548,Placed,120000.0,3,2
7.44139264,0,Tier 2,Canada,300+,2,90.18951851,76.42323562,Cybersecurity,Other,4.006068135,Placed,80146.50001,2,1
7.9602094,1,Tier 2,Canada,Top 100,1,63.70497778,81.17618969,Cloud,Finance,6.808874206,Placed,102632.8455,2,3
6.62947091,0,Tier 1,Canada,100-300,2,73.47372045,81.20499894,Data Science,Other,6.527059532,Placed,119847.6838,3,2
7.923120587,2,Tier 3,USA,100-300,0,87.33719886,48.41417785,Cybersecurity,Finance,7.189024207,Placed,102281.1085,1,2
6.68918338,2,Tier 2,USA,300+,4,49.43786608,94.43538658,Data Science,Tech,5.065121653,Placed,120000.0,2,1
7.152339112,0,Tier 2,India,100-300,0,66.36419068,64.87827777,Cloud,Healthcare,5.798886292,Placed,49145.94035,2,2
5.009338117,1,Tier 3,Canada,100-300,1,66.87144484,88.60737905,Data Science,Tech,5.212406633,Placed,81221.13604,1,2
6.47340127,2,Tier 2,Canada,Top 100,1,85.6946458,68.49701272,Cybersecurity,Tech,4.332049273,Placed,100428.0296,2,3
7.36280697,0,Tier 2,Canada,100-300,0,45.23689451,56.07472096,AI/ML,Healthcare,5.191150428,Placed,108650.9699,2,2
7.047187377,1,Tier 3,India,300+,1,93.9595114,78.63180856,Core CS,Tech,5.613008832,Placed,39819.35753,1,1
7.357498001,1,Tier 3,Canada,100-300,3,64.1674018,79.08662793,Cybersecurity,Consulting,8.372577781,Placed,70311.21469,1,2
6.725960639,1,Tier 2,Canada,300+,1,59.94311953,47.66028422,Data Science,Tech,2.66709754,Placed,106345.8964,2,1
6.229813948,0,Tier 1,UK,Top 100,2,100.0,89.38426851,Cybersecurity,Healthcare,4.778215594,Placed,106285.7009,3,3
6.834710976,0,Tier 2,Canada,100-300,1,86.36452421,60.18213209,Cybersecurity,Tech,5.65184491,Placed,95877.84213,2,2
7.488172936,0,Tier 1,USA,100-300,2,47.7066412,60.41750347,Cybersecurity,Healthcare,5.212826511,Placed,120000.0,3,2
